idx,class,conversation
37,일반 대화,"너 어제 나한테 빌려 간 책, 페이지 귀퉁이 접어놨더라.
아, 그거? 내가 어디까지 읽었는지 표시해두려고.
표시는 무슨. 책갈피를 쓰면 되잖아. 왜 멀쩡한 책을 접어.
책갈피가 없어서 그랬지. 그리고 살짝 접은 거라 괜찮아.
살짝이 아니던데? 완전 자국 남았잖아. 나는 책을 소중하게 다루는 사람이라고.
와, 무슨 책에 유난을 그렇게 떠냐. 그냥 보는 용도지, 모셔두는 용도가 아니잖아.
너 같은 사람은 그렇게 생각하겠지. 나는 아니거든?
알았어, 미안하다. 내가 앞으로는 포스트잇이라도 붙여서 표시할게.
됐어, 너한테는 다신 책 안 빌려줘.
와, 진짜 너무한다.
네가 자초한 일이야."
38,일반 대화,"너는 왜 맨날 내가 한 말은 기억도 못 하면서, 자기가 한 실수는 그렇게 잘 잊어버려?
내가 언제? 나 기억력 좋거든?
좋기는. 지난주에 나한테 밥 사주기로 한 거 까먹었잖아.
아, 그건 진짜 바빠서 그랬던 거고.
그럼 내가 너한테 돈 빌려준 건 왜 기억 못 하는데?
그것도 조만간 갚으려고 했지.
됐어, 너는 그냥 자기한테 불리한 건 선택적으로 기억 못 하는 것뿐이야.
아니라니까. 나는 그냥 좀 쿨한 성격이라 사소한 일에 연연하지 않는 것뿐이야.
사소한 일? 내 돈이 사소한 일이냐?
알았어, 알았어. 내가 다 잘못했다. 밥도 사고 돈도 지금 바로 갚을게. 됐지?
진작 그랬어야지.
아무튼, 나 기억력 좋은 거 맞다니까."
39,일반 대화,"네가 저번에 괜찮다고 했던 그 옷, 막상 사서 입어보니 완전 별로야.
왜? 모델이 입었을 땐 완전 예뻤는데.
모델은 뭘 입어도 예쁘겠지. 근데 내가 입으니까 그냥 부해 보이기만 해.
네가 살쪄서 그런 거 아니야? 옷은 죄가 없어.
뭐? 야, 말이 너무 심하잖아.
아니, 농담이고. 그럼 환불하면 되잖아.
이미 택을 떼버렸단 말이야. 네 말만 믿고.
아, 어떡하냐. 그럼 그냥 수선해서 입어.
됐어, 그냥 잠옷으로나 입어야지. 너 때문에 돈만 날렸네.
아니, 왜 내 탓을 해. 최종 선택은 네가 한 거잖아.
네가 옆에서 계속 예쁘다고 부추겼잖아.
알았어, 미안하다. 내가 커피 살게.
됐어, 너랑 커피 마실 기분 아니야."
40,일반 대화,"너는 왜 맨날 내가 진지하게 고민 상담하면 그렇게 장난스럽게만 받아쳐?
내가 언제? 나름 진지하게 듣고 해결책을 제시해주는 거잖아.
해결책은 무슨. '그냥 잊어버려'나 '시간이 약이다' 같은 영혼 없는 소리만 하잖아.
그게 정답이니까 그렇지. 어차피 네가 고민해봤자 달라질 것도 없는데.
나는 정답을 바란 게 아니야. 그냥 내 마음 좀 알아달라고. 공감!
아, 공감. 그거 진짜 어렵단 말이야. 나는 그냥 이성적으로 상황을 분석하는 게 더 편해.
됐어, 너 같은 T 성향 인간한테 F의 마음을 이해해달라고 한 내가 바보지.
아니, 나도 노력은 하고 있다고. 봐봐, '정말 힘들었겠다, 친구야.'
그 어색한 연기는 또 뭔데. 그냥 하지 마.
알았어. 그럼 그냥 하던 대로 할게. 그래서 결론이 뭔데?
아, 진짜 너랑은 말이 안 통한다."
41,일반 대화,"너 어제 우리 단톡방에 올린 그 사진, 솔직히 좀 눈치 없었던 것 같아.
내가 올린 사진? 그게 왜? 그냥 웃기지 않았어?
웃기긴 한데, 분위기 파악 좀 하고 올렸어야지. 다들 심각한 얘기하고 있었잖아.
아, 그랬나? 나는 그냥 분위기 전환 좀 해보려고 올린 건데.
전환은 무슨. 갑자기 넌씨눈 됐잖아.
미안, 내가 앞뒤 내용을 제대로 안 읽었네.
제발 뭐 올리기 전에는 대화 흐름 좀 파악해. 너 때문에 대화가 맨날 끊기잖아.
알았어, 앞으로는 꼭 정독하고 참여할게.
그 사진은 그냥 조용히 삭제하는 게 어때?
왜? 재밌는데 그냥 놔두면 안 돼?
안돼, 빨리 지워. 흑역사 되기 전에.
알았어, 알았어. 지금 바로 지울게. 쪼잔하기는."
42,일반 대화,"너는 왜 맨날 내가 계획 세워놓으면 꼭 막판에 가서 바꾸려고 해?
아니, 바꾸려는 게 아니라 더 효율적인 대안을 제시하는 거잖아.
효율적인 건 무슨. 그냥 네 마음대로 하고 싶은 거겠지. 내가 며칠 동안 고민해서 짠 건데.
네 계획도 좋은데, 내가 생각한 방법이 시간도 절약되고 돈도 아낄 수 있단 말이야.
그렇게 네 계획이 좋았으면 네가 처음부터 짜든가. 왜 다 짜놓으니까 와서 감 놔라 배 놔라야.
나는 그냥 더 나은 방향으로 이끌어주고 싶었을 뿐인데, 그렇게 화를 내면 어떡해.
됐어, 그냥 이번에는 내 계획대로 해. 그리고 다음부터는 계획 짤 때 처음부터 같이 하든가.
알았어. 대신 이번 계획대로 했는데 결과가 별로면 내 탓하기 없기다.
흥, 너한테 칭찬받으려고 계획 짠 거 아니거든?
그래, 어디 한번 보자고.
두고 봐, 완벽할 테니까."
43,일반 대화,"네가 저번에 빌려 간 내 노트북, 왜 이렇게 느려졌어?
내가 뭘 어쨌다고. 나는 그냥 인터넷 서핑만 좀 했는데.
거짓말하지 마. 시작 프로그램에 이상한 거 잔뜩 깔려 있고, 다운로드 폴더는 꽉 차 있잖아.
아, 그건 내가 좋은 프로그램 몇 개 설치해준 거고, 다운로드는 깜빡하고 정리를 못 했네.
누가 멋대로 프로그램 설치하래? 그리고 다운로드했으면 정리를 하고 줬어야지.
미안하다. 내가 지금 바로 원격으로 정리해줄게.
됐어, 내가 할 거야. 너한테 맡겼다간 컴퓨터 폭파될 것 같아.
와, 사람을 뭘로 보고. 나름 컴퓨터 잘 다루거든?
잘 다루는 사람이 남의 컴퓨터를 이렇게 만들어놓냐.
알았어, 내가 다 잘못했다. 커피라도 한잔 사줄 테니 화 풀어.
됐어, 너랑 말 섞을 기분 아니야."
44,일반 대화,"너는 왜 맨날 내가 뭐 물어보면 그렇게 아는 척을 해?
아는 척이 아니라 진짜 아는 걸 말해주는 거잖아.
아니, 가끔 보면 잘 알지도 못하면서 어디서 주워들은 걸로 아는 척하잖아.
아니거든? 나는 확실한 정보가 아니면 말 안 해.
지난번에 네가 알려준 그 약, 성분 보니까 전혀 다른 거던데?
그건 약 이름이 비슷해서 내가 잠깐 헷갈렸던 거고.
됐어, 너는 그냥 잘 모르면 모른다고 솔직하게 말해. 그게 더 멋있어.
알았어. 근데 나 진짜 아는 게 많은 걸 어떡해.
와, 진짜 재수 없다.
ㅋㅋ 농담이야. 앞으로는 더 겸손해질게.
그 약속 꼭 지켜라.
노력해볼게."
45,일반 대화,"네가 지난번에 우리 집에 와서 먹고 간 그 과자, 어디 갔는지 알아?
내가 어떻게 알아. 네가 다 먹은 거 아니야?
아니거든? 나 분명히 반쯤 남겨놨는데 감쪽같이 사라졌어.
네가 잠결에 먹었을 수도 있지. 너 가끔 몽유병 있잖아.
몽유병은 무슨. 너 말고 우리 집에 온 사람이 없는데. 솔직히 말해, 네가 먹었지?
아니라니까. 나 진짜 과자 손도 안 댔어.
그럼 대체 내 과자는 어디로 사라진 건데. 귀신이 곡할 노릇이네.
글쎄, 미스터리네.
너 입가에 부스러기 묻어있는 건 알고 있냐?
아, 이건 아까 빵 먹다가.
됐어, 너인 거 다 알아. 그냥 솔직하게 말했다면 화도 안 냈을 텐데.
아니, 진짜 아니라니까.
그래, 끝까지 우겨봐라."
46,일반 대화,"너는 왜 맨날 내가 하는 요리에 그렇게 평가를 못 해서 안달이야?
나는 그냥 솔직한 내 의견을 말하는 것뿐이야. 발전적인 피드백이라고 생각해줘.
발전적인 피드백? '이건 너무 짜다', '저건 너무 달다' 이게 무슨 피드백이야. 그냥 불평이지.
그럼 내가 어떻게 말해줬으면 좋겠는데? 맛없는데 맛있다고 거짓말이라도 할까?
아니, 그냥 '내 입맛에는 조금 짠 것 같아' 이런 식으로 부드럽게 말해줄 수는 없냐고.
아, 그렇게? 알았어. 다음부터는 사회생활 모드로 평가해줄게.
됐어, 그냥 앞으로는 내 요리에 대해 아무 말도 하지 마.
왜? 나는 네가 해준 음식 먹고 솔직하게 말해주는 좋은 친구인데.
그런 친구 필요 없거든? 그냥 조용히 먹기나 해.
알았어, 삐지기는.
안 삐졌거든?"
47,일반 대화,"너 어제 나한테 화낸 거, 솔직히 네가 잘못한 거 맞지?
내가 언제 화를 냈다고 그래. 그냥 내 의견을 좀 강하게 피력한 것뿐이지.
그게 화낸 거잖아. 목소리 높이고 얼굴까지 빨개졌으면서.
그건 네가 내 말을 너무 안 들어주니까 답답해서 그런 거였어.
네 말이 다 맞는 건 아니잖아. 나도 내 생각이 있는 건데, 왜 네 생각만 강요해.
강요한 게 아니라 설득하려고 했던 거지. 그게 더 합리적인 방향이었으니까.
됐어, 아무리 생각해도 그건 네가 나한테 사과해야 할 문제야.
내가 왜 사과를 해. 나는 잘못한 거 없는데.
와, 진짜 끝까지 이렇게 나온다 이거지?
그래, 나는 내 주장에 떳떳해.
알았어, 그럼 나도 너한테 사과 안 해. 평생 그렇게 살아라.
너야말로."
48,일반 대화,"네가 저번에 추천해준 그 미용실, 내 머리를 완전 망쳐놨어.
뭐? 거기 완전 실력 좋은 데인데, 어떻게 된 거야?
실력은 무슨. 내가 보여준 사진이랑 전혀 다른 머리가 나왔다고.
네가 설명을 잘못한 거 아니야? 아니면 네 머릿결이 너무 안 좋아서 그런 걸 수도 있고.
왜 내 탓을 해? 디자이너가 내 말을 제대로 이해도 못 하고 자기 마음대로 잘랐다니까.
이상하다. 내 친구들은 다 거기서 하고 만족했는데.
그럼 나는 뭔데. 나는 왜 이 모양 이 꼴인데.
진정하고 일단 사진 좀 보내봐. 내가 보고 판단해줄게.
됐어, 너한테 보여주기도 창피해. 너 때문에 이게 무슨 고생이냐.
아니, 왜 또 내 탓이야. 나는 그냥 좋은 정보 공유해준 것뿐인데.
앞으로 네 정보는 무조건 거를 거야.
알았어, 마음대로 해. 나만 좋은 데 다니면 되지 뭐."
49,일반 대화,"너는 왜 맨날 내가 사 온 음료수를 네 것처럼 마시는 거야?
친구 사이에 그런 게 어디 있어. 그냥 같이 마시는 거지.
같이 마시는 거랑 허락도 없이 마시는 거랑은 다르지. 내가 아껴 먹으려고 둔 건데.
와, 음료수 하나 가지고 진짜 쪼잔하게 군다.
쪼잔한 게 아니라 소유권의 문제라고. 이건 엄연히 내 돈 주고 산 내 거라고.
알았어, 그렇게 소중한 거면 네 이름이라도 써 붙여놓든가.
그런다고 네가 안 마실 거야? 아니잖아.
당연히 마시지. 이름 써놓으면 더 뺏어 먹고 싶을걸?
와, 너 진짜 양심 없다.
ㅋㅋ 농담이야. 알았어, 다음부터는 꼭 물어보고 마실게.
그 약속, 제발 좀 지켜라.
노력해볼게."
50,일반 대화,"네가 지난번에 우리 집에 와서 내 옷 빌려 입고 그냥 갔지?
아, 맞다. 깜빡하고 그냥 입고 왔네. 미안.
깜빡은 무슨. 일부러 그런 거 다 알아. 그 옷 네가 예쁘다고 했잖아.
아니거든? 진짜 정신이 없어서 그랬어.
됐고, 빨리 가져와. 나 오늘 그거 입고 나가야 된단 말이야.
지금? 나 지금 집에서 완전 먼데.
그럼 택시 타고 와. 네가 잘못한 거니까 네가 책임져야지.
와, 너무한다. 그냥 내일 주면 안 돼?
안돼, 오늘 입어야 한다고. 빨리 와.
알았어, 진짜 인정머리 없네.
너한테 인정 베풀다가 내 옷 다 뺏기게 생겼다.
치사하다, 진짜.
알아, 그러니까 빨리 오기나 해."
51,일반 대화,"너는 왜 맨날 내가 진지하게 얘기하면 그렇게 웃음으로 넘기려고 해?
아니, 웃긴 걸 어떡해. 네가 너무 심각하게 말하니까 오히려 웃겨.
나는 지금 죽을 만큼 힘든데, 그게 웃겨? 너 진짜 사이코패스 아니야?
아니, 그런 뜻이 아니라. 너무 그렇게 문제에 매몰되지 말라는 거지. 좀 가볍게 생각하라고.
가볍게 생각할 문제가 아니라고. 너한테는 남의 일이니까 그렇게 쉽게 말하는 거겠지.
알았어, 미안해. 내가 경솔했다.
됐어, 너한테는 더 이상 아무 말도 안 할래. 어차피 공감도 못 해줄 거면서.
아니야, 이제 진짜 진지하게 들어줄게. 다시 말해봐.
싫어, 이미 말할 기분 다 사라졌어.
아, 왜 그래. 내가 진짜 잘못했다니까.
저리 가, 너 얼굴만 봐도 웃음이 나오려고 해."
52,일반 대화,"너는 왜 맨날 내가 하는 말에 '그게 아니라'면서 반박부터 하고 시작해?
반박이 아니라 정확한 사실을 알려주는 거잖아. 네가 잘못 알고 있는 게 많으니까.
내가 뭘 그렇게 잘못 아는데? 그냥 내 생각을 말하는 것뿐인데.
네 생각이 틀렸을 수도 있잖아. 나는 그걸 바로잡아주고 싶은 거라고.
됐어, 그런 도움 필요 없거든? 그냥 '네 생각은 그렇구나' 하고 넘어가 주면 안 돼?
그건 토론이 아니잖아. 우리는 건전한 토론을 통해 함께 성장해야지.
누가 너랑 성장을 하고 싶대? 나는 그냥 편하게 대화하고 싶은 거라고.
너는 너무 발전이 없어. 항상 제자리에만 머물러 있으려고 하고.
와, 이제는 하다 하다 인신공격까지 하네.
그런 뜻이 아니라.
됐어, 너랑은 더 이상 대화 안 해. 너 혼자 똑똑하게 잘 살아라.
아, 왜 그래. 같이 성장하자니까."
53,일반 대화,"네가 저번에 알려준 그 운동, 따라 하다가 허리 나갈 뻔했어.
뭐? 그게 얼마나 쉬운 동작인데 그걸로 허리가 아프다고?
쉽기는. 네 기준에서나 쉽겠지. 나는 평생 운동 안 해본 사람이란 말이야.
그렇다고 그렇게까지 엄살을 부릴 일이야? 그냥 근육이 좀 놀란 거겠지.
엄살이 아니라고. 진짜 삐끗하는 느낌이 났다니까.
알았어, 그럼 병원이라도 가보든가.
너 때문에 아픈 건데, 네가 병원비를 내줘야 하는 거 아니야?
와, 이제는 하다 하다 나한테 덤터기를 씌우네. 내가 시킨 것도 아니고 네가 하겠다고 한 거잖아.
네가 옆에서 계속하라고 부추겼잖아.
됐어, 너랑은 말이 안 통한다. 그냥 평생 운동하지 말고 살아라.
그래, 그게 내 건강을 지키는 길인 것 같아.
한심하다, 진짜."
54,일반 대화,"너는 왜 맨날 내가 먹을 거 한 입만 달라고 하면 그렇게 벌레 보는 눈으로 쳐다봐?
네 '한 입'이 '한 입'으로 끝나는 걸 본 적이 없어서 그래.
아니거든? 나는 진짜 딱 한 입만 먹어.
지난번에도 그래놓고 내 햄버거 반을 먹었잖아.
그건 햄버거가 너무 맛있어서 나도 모르게 그랬던 거고.
됐어, 너는 그냥 네가 먹고 싶은 건 네 돈 주고 사 먹어.
와, 진짜 치사하다. 친구끼리 정 없게.
너한테 정 줬다가는 내 식비가 두 배로 뛸 것 같아서 안 되겠어.
알았어, 더러워서 안 먹는다.
그래, 제발 그러지 마.
흥, 나중에 네가 내 거 뺏어 먹기만 해봐.
그럴 일 없거든? 나는 너처럼 양심 없지 않아."
55,일반 대화,"네가 지난번에 괜찮다고 했던 그 영화, 내 인생 최악의 영화였어.
뭐? 그 명작을 보고 그런 소리를 한다고? 너 진짜 영화 볼 줄 모르는구나.
볼 줄 모르는 게 아니라, 그냥 그 영화가 쓰레기인 거야. 스토리도 없고, 연기도 발연기고.
네가 편견을 가지고 봐서 그래. 그 영화가 얼마나 깊은 철학적 메시지를 담고 있는데.
철학은 무슨. 그냥 감독이 잘난 척하는 영화더만.
됐어, 너 같은 대중 영화에만 익숙한 사람한테는 너무 어려운 영화였나 보네.
나도 너처럼 허세 가득한 영화 평론가인 척하는 사람이랑은 말 섞기 싫거든?
흥, 너만 손해야. 이런 예술의 세계를 이해하지 못하고 사는 거니까.
그래, 그 예술적인 세계에서 너 혼자 살아라. 나는 그냥 팝콘이나 먹을래.
수준하고는."
